observed_on,time_observed_at,taxon_id,taxon_name,common_name,latitude,longitude,place_guess,description,user_login
2018-10-01,2018-10-01 14:19:49,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.7592166667,-80.3724283333,"Florida International University - Modesto A. Maidique Campus, Miami, FL, US",,lowellnoel
2018-09-29,2018-09-29 15:01:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.774537785,-80.3089426851,"Miami, FL, USA",,joemdo
2018-09-26,2018-09-26 19:53:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.7253693504,-80.3209535081,"Olympia Heights, FL, USA",,joemdo
2018-09-15,2018-09-15 16:29:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.6712991841,-80.1590963923,"Miami-Dade County, FL, USA",,lisnel
2018-09-09,2018-09-09 23:02:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.61496,-80.308762,"Palmetto Bay, FL, USA",,joemdo
2018-07-15,2018-07-15 20:41:48,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.5885652993,-80.3311156116,"19301 SW 87th Ave, Cutler Bay, FL, US",,claudyv
2018-05-14,2018-05-14 20:37:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.7791160974,-80.3276130003,"Fontainebleau, FL, USA",,joemdo
2018-05-10,2018-05-10 23:27:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.7751095413,-80.3167113497,"Miami-Dade County, FL, USA",,joemdo
,,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.6157912045,-80.3060601371,"Palmetto Bay, FL, USA",© Nahuel Medina ,ealle
2018-04-25,2018-04-25 19:21:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.7637978776,-80.3281253019,"Fontainebleau, FL, USA",,joemdo
2018-05-08,2018-05-08 22:22:00,199916,Setophaga caerulescens,Black-throated Blue Warbler,25.7749074575,-80.3089867831,"Miami, FL, USA",,joemdo
2018-11-20,2018-11-20 13:20:50,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8738532615,-80.3298139293,"Marti Junior High School, Hialeah, FL, US","Karen Perez :D
",josemartimasthsbirds
2018-11-10,2018-11-10 17:50:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.397282,-80.234932,"Islandia, FL, USA",,joemdo
2018-11-06,2018-11-06 19:59:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.72121,-80.411003,"Kendale Lakes, FL, USA",,joemdo
2018-11-06,2018-11-06 16:42:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.700703,-80.405991,"Kendale Lakes, FL, USA",,joemdo
2018-11-04,2018-11-04 06:55:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7436038255,-80.2107107349,"Northeast Coconut Grove, Miami, FL, USA",,petecorradino
2018-11-01,2018-11-01 22:30:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.690554539,-80.41265297,"Kendale Lakes, FL, USA",,lisnel
2018-11-02,,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8575963,-80.2781057,"Hialeah, FL, USA",,josemartimasthsbirds
2018-11-02,,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8575963,-80.2781057,"Hialeah, FL, USA",Lia Tagle,josemartimasthsbirds
2018-10-04,2018-10-04 16:30:26,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8737533333,-80.32962,"Marti Junior High School, Hialeah, FL, US","This picture is from period 5, group- Indira Singh, Kaitlyn Meana,  Kouros Hagyan, Piero Ramirez. ",josemartimasthsbirds
2018-10-31,2018-10-31 19:07:11,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8737382694,-80.3295371497,"Marti Junior High School, Hialeah, FL, US","After school, 20 minute observation. ",josemartimasthsbirds
2018-10-28,2018-10-28 18:20:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.6080951743,-80.3182118494,"Palmetto Bay, FL, USA",,lisnel
2018-10-26,2018-10-26 16:37:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7686428864,-80.3871197333,"Tamiami, FL, USA",Paul Bell Middle School,joemdo
2018-10-26,2018-10-26 12:07:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7682554736,-80.3871137384,"Tamiami, FL, USA",Paul Bell Middle School,joemdo
2018-10-19,2018-10-19 18:03:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.6083122147,-80.3191767324,"Bill Sadowski Hammock Preserve, Palmetto Bay, FL, USA",,plruiz
2018-10-14,2018-10-14 21:49:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.74868836,-80.3475435399,"Westchester, FL, USA",,christhecyclopz
2018-10-14,2018-10-14 13:50:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.4922095872,-80.4286219663,"Leisure City, FL, USA",,plruiz
2018-10-11,2018-10-11 20:50:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.6933668,-80.3749229,"Unnamed Road, Miami, FL 33173, USA",,lisnel
2018-10-10,2018-10-10 19:31:49,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8737094129,-80.3296845012,"Marti Junior High School, Hialeah, FL, US",Observed in the José Marti MAST native arboretum,josemartimasthsbirds
2018-10-08,2018-10-08 17:55:58,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.8736216667,-80.3297966667,"Marti Junior High School, Hialeah, FL, US",,josemartimasthsbirds
2018-10-06,2018-10-06 08:37:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.6934661,-80.344809,"9304 SW 80th Terrace, Miami, FL 33173, USA",,csanchezj7
2018-09-15,2018-09-15 21:35:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.4950219722,-80.4671859722,"Miami-Dade County, FL, USA",,joemdo
2018-09-13,2018-09-13 20:36:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7356469722,-80.4325869722,"Miami-Dade County, FL, USA",,joemdo
2018-09-29,2018-09-29 11:53:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7739745453,-80.3087927143,"Miami, FL, USA",,joemdo
2018-09-16,2018-09-16 22:13:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.775736,-80.342308,"Fontainebleau, FL, USA",,joemdo
2018-09-26,2018-09-26 18:58:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7250942361,-80.3244266152,"Olympia Heights, FL, USA",,joemdo
2018-09-23,2018-09-23 12:29:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7715688043,-80.357039455,"Fontainebleau, FL, USA",,joemdo
2018-09-23,2018-09-23 13:06:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7699061121,-80.3622342047,"Fontainebleau, FL, USA",,joemdo
2018-08-14,2018-08-14 22:31:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.774471067,-80.3085655795,"Miami, FL, USA",,joemdo
2018-09-16,2018-09-16 14:00:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.7734912209,-80.2415124491,"Little Havana, Miami, FL, USA",I had been meaning to check out this giant strangler fig next to the Miami-Dade County Auditorium for a while...stopped for a few minutes and it wasn't too bad.,joemdo
2018-09-14,2018-09-14 19:37:00,7493,Polioptila caerulea,Blue-gray Gnatcatcher,25.753132615,-80.147899235,"Downtown Miami, Miami, FL, USA",,lisnel
2010-02-23,2010-02-24 05:02:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.6662785403,-80.5553601215,"Miami-Dade County, FL, USA",Red-Bellied Woodpecker,photosbynicolen
2018-11-06,2018-11-06 20:05:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.721073,-80.411865,"Kendale Lakes, FL, USA",,joemdo
2018-11-05,2018-11-05 12:36:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.8151416667,-80.3572833333,"Doral, FL, USA",,josemartimastms
2018-11-02,2018-11-02 14:34:22,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7144451141,-80.2919464111,"6017 SW 60th Ave, South Miami, FL 33143, USA",,mkendi
2018-10-27,2018-10-27 19:31:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.6940179,-80.3731046,"11395 SW 79th St, Miami, FL 33173, USA",,lisnel
2018-10-24,2018-10-24 20:53:07,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.87468,-80.330955,"Marti Junior High School, Hialeah, FL, US",Amanda Perez Period 5,josemartimasthsbirds
2018-10-24,2018-10-24 16:45:25,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7229133333,-80.2793666667,"University of Miami - Coral Gables Campus, Coral Gables, FL, US",,frye_austin
2018-10-21,2018-10-21 20:08:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7659302209,-80.1330990311,"South Pointe, Miami Beach, FL 33139, USA","Eating what I think is Thrinax radiata fruit. It would take the berry and then place it somewhere that would hold the fruit for it.  After a couple bites, the fruit would fall to the ground.",minty_starlight
2018-10-17,2018-10-17 19:15:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.723896,-80.32386,"Olympia Heights, FL, USA",,joemdo
2018-10-14,2018-10-14 22:04:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7564996431,-80.250341557,"3370 SW 16th Terrace, Miami, FL 33145, USA",Red bellied Woodpecker,josemartimasthsbirds
2018-09-15,2018-09-15 21:33:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.4950489722,-80.467209,"Miami-Dade County, FL, USA",,joemdo
2018-09-16,2018-09-16 23:05:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7729894384,-80.3558463149,"Fontainebleau, FL, USA",,joemdo
2018-09-26,2018-09-26 19:10:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7258325335,-80.3221673638,"Olympia Heights, FL, USA",,joemdo
2018-09-17,2018-09-17 19:01:22,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.61548216,-80.30767256,"16701 SW 72nd Ave, Palmetto Bay, FL 33157, USA",3 woodpeckers. 2 males 1 female. Not pictured,steph_thecnidarian
2018-09-17,2018-09-17 16:31:36,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.60593667,-80.31166019,"Palmetto Bay Village Center, Palmetto Bay, FL 33157, USA",,plruiz
2018-09-10,2018-09-10 11:08:25,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7756099701,-80.2368850708,"2498 NW 3rd St, Miami, FL 33125, USA",,tim1009
2018-09-15,2018-09-15 15:20:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.5991444444,-80.4085861111,"Larry and Penny Thompson Park, Miami-Dade, Florida, United States",,plruiz
2018-09-06,2018-09-06 22:54:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.76556,-80.319099,"Miami-Dade County, FL, USA",,joemdo
2018-09-09,2018-09-09 23:09:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.616039,-80.308594,"Palmetto Bay, FL, USA",,joemdo
2018-08-11,2018-08-11 12:30:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.6923718885,-80.1597181229,"Key Biscayne, FL 33149, USA",,russh
2018-08-27,2018-08-27 21:02:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7759380617,-80.3087201101,"Miami, FL, USA",juvenile calling,joemdo
2018-08-25,2018-08-25 12:23:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.758238,-80.196632,"Coral Way, Miami, FL, USA",,joemdo
2018-08-17,2018-08-17 22:03:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.734601577,-80.2285144701,"Coconut Grove, Miami, FL, USA",,wyattherp
2018-08-17,2018-08-17 21:23:31,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7567283333,-80.1904,"1503–1587 Brickell Bay Dr, Miami, FL, US",,wyattherp
2018-07-23,2018-07-23 17:20:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.6938294516,-80.3259556964,"Glenvar Heights, FL, USA",,grodz
2018-08-08,2018-08-08 16:13:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.8181479307,-80.1245466408,"Nautilus, Miami Beach, FL 33140, USA",,minty_starlight
2018-07-22,2018-07-22 13:31:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.3823998,-80.6064611,"Homestead, FL 33030, USA",,lisnel
2018-07-20,2018-07-20 16:40:23,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.7801283333,-80.1969083333,"600–698 NW 1st Ct, Miami, FL, US",Baby red-bellied woodpecker is so cute!,bennypoo
2018-07-08,2018-07-08 22:03:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.68283965,-80.36785923,"Kendall, FL, USA",,joemdo
2018-06-04,2018-06-04 15:00:00,18205,Melanerpes carolinus,Red-bellied Woodpecker,25.687255,-80.3393,"Kendall, FL, USA",,anudibranchmom
2018-11-04,2018-11-04 19:09:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.7392566667,-80.31028,"Coral Terrace, FL, USA",,jaykeller
2018-10-14,2018-10-14 22:21:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.7488701299,-80.34788311,"Westchester, FL, USA",,christhecyclopz
2018-03-17,2018-03-17 14:54:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.7598323868,-80.5473103694,"Miami-Dade County, FL, USA",,joemdo
2018-02-03,2018-02-03 12:47:58,6432,Archilochus colubris,Ruby-throated Hummingbird,25.6776056567,-80.2743317753,"Fairchild Tropical Botanic Garden, Coral Gables, FL, US",,nickborja
2016-10-03,2016-10-03 11:50:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.693048996,-80.4256939888,"Kendale Lakes, FL, USA",,joemdo
2016-11-02,2016-11-02 18:48:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.6933293698,-80.425940752,"Kendale Lakes, FL, USA",,joemdo
2017-03-18,2017-03-18 12:28:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.6929789025,-80.4256403446,"Kendale Lakes, FL, USA",,joemdo
2018-01-11,2018-01-11 19:04:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.5586427,-80.4535917,Castellow Hammock Park,,gyrrlfalcon
2017-12-23,2017-12-23 14:23:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.692372229,-80.3745818138,"Kendall, FL, USA",The bird on the bottom right. Chasing a Kestrel!,joemdo
2017-01-05,2017-01-05 14:58:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.558414138,-80.4524218757,"Miami-Dade County, FL, USA",Gorget looking yellow but still a ruby right?,joemdo
2017-10-30,2017-10-30 19:46:48,6432,Archilochus colubris,Ruby-throated Hummingbird,25.67728,-80.2744366667,"Fairchild Tropical Botanic Garden, Coral Gables, FL, US",,james_stroud_lizardsontheloose
2017-09-30,2017-09-30 20:31:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.6583007747,-80.4187842831,"The Hammocks, FL, USA",,joemdo
2014-09-21,2014-09-21 14:20:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.6818174,-80.2722657,"9610 Old Cutler Rd, Coral Gables, FL 33156, USA",,birdizlife
2017-02-27,,6432,Archilochus colubris,Ruby-throated Hummingbird,25.558835,-80.452264,"Castellow Hammock Preserve & Nature Center, Miami, FL, US",,mmcmasters
2017-02-24,2017-02-24 14:35:36,6432,Archilochus colubris,Ruby-throated Hummingbird,25.7444385051,-80.210569091,"3251 South Miami Avenue Miami, FL 33129",,marvin2
2017-01-01,2017-01-01 14:27:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.4986774789,-80.4219979048,"Leisure City, FL, USA",,plruiz
2015-01-18,2015-01-18 20:33:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.3936971102,-80.500705316,"Miami-Dade County, FL, USA","Observed at the Everglades Alligator Farm, but not in captivity. Juv male, would occasionally fly around and return to this perch in the middle of the garden.",michiko
2016-01-24,2016-01-24 15:00:00,6432,Archilochus colubris,Ruby-throated Hummingbird,25.4986532694,-80.421953648,"Leisure City, FL, USA",,plruiz
2016-11-08,2016-11-08 16:36:37,6432,Archilochus colubris,Ruby-throated Hummingbird,25.7489858338,-80.4248420354,"14200–14228 SW 19th Ter, Miami, FL, US",,tashaadventures
2016-10-06,2016-10-06 12:34:14,6432,Archilochus colubris,Ruby-throated Hummingbird,25.7545783229,-80.3793111622,"Florida International University, Miami, FL, US",,joemdo
2016-02-09,2016-02-09 17:48:54,6432,Archilochus colubris,Ruby-throated Hummingbird,25.558194,-80.452389,"Silver Palm, Florida, United States",,jaykeller
2016-02-09,2016-02-09 17:55:05,6432,Archilochus colubris,Ruby-throated Hummingbird,25.558158,-80.452387,"Silver Palm, Florida, United States",,jaykeller
2016-02-09,2016-02-09 18:00:23,6432,Archilochus colubris,Ruby-throated Hummingbird,25.558263,-80.452187,"Silver Palm, Florida, United States",,jaykeller
2016-01-10,2016-01-10 16:46:15,6432,Archilochus colubris,Ruby-throated Hummingbird,25.677538,-80.275645,"Fairchild Botanic Gardens, Miami, Florida, United States",,aredoubles
2015-04-15,,6432,Archilochus colubris,Ruby-throated Hummingbird,25.534485,-80.492922,"fruit & spice park, fl",,cholzapfel
2015-04-14,,6432,Archilochus colubris,Ruby-throated Hummingbird,25.468722,-80.477557,"homestead, fl",,hadasparag
2010-02-06,2010-02-06 21:13:26,6432,Archilochus colubris,Ruby-throated Hummingbird,25.680441,-80.158353,"Miami-Dade County, US-FL, US",,paulcools
2018-11-10,2018-11-10 13:20:00,145249,Setophaga discolor,Prairie Warbler,25.770442634,-80.3284295917,"Fontainebleau, FL, USA",,joemdo
2018-11-10,2018-11-10 17:51:00,145249,Setophaga discolor,Prairie Warbler,25.397306,-80.235085,"Islandia, FL, USA",,joemdo
2018-11-06,2018-11-06 20:02:00,145249,Setophaga discolor,Prairie Warbler,25.721287,-80.410744,"Kendale Lakes, FL, USA",,joemdo
2018-11-04,2018-11-04 06:26:00,145249,Setophaga discolor,Prairie Warbler,25.7436038255,-80.2107107349,"Northeast Coconut Grove, Miami, FL, USA",,petecorradino
2018-10-25,2018-10-25 14:27:57,145249,Setophaga discolor,Prairie Warbler,25.8738077991,-80.3296173643,"Marti Junior High School, Hialeah, FL, US",Second sighting of this species in eight weeks. ,josemartimasthsbirds
2018-10-21,2018-10-21 18:19:00,145249,Setophaga discolor,Prairie Warbler,25.66972,-80.1601333333,"Miami-Dade County, FL, USA",,jaykeller
2018-10-10,2018-10-10 22:38:00,145249,Setophaga discolor,Prairie Warbler,25.7773682608,-80.3213045376,"Fontainebleau, FL, USA",,joemdo
2018-10-11,2018-10-11 20:47:00,145249,Setophaga discolor,Prairie Warbler,25.6933668,-80.3749229,"Unnamed Road, Miami, FL 33173, USA",,lisnel
2018-10-07,2018-10-07 13:44:00,145249,Setophaga discolor,Prairie Warbler,25.776163,-80.30838,"Miami, FL, USA",,joemdo
2018-10-06,2018-10-07 03:22:00,145249,Setophaga discolor,Prairie Warbler,25.692702,-80.426816,"7850 SW 142nd Ave, Miami, FL 33183, USA",,csanchezj7
2018-09-15,2018-09-15 21:34:00,145249,Setophaga discolor,Prairie Warbler,25.495007,-80.4671479722,"Miami-Dade County, FL, USA",,joemdo
2018-09-21,2018-09-21 12:19:35,145249,Setophaga discolor,Prairie Warbler,25.8737673756,-80.3296505788,"Marti Junior High School, Hialeah, FL, US",,josemartimasthsbirds
2018-09-28,2018-09-28 18:49:00,145249,Setophaga discolor,Prairie Warbler,25.7923202749,-80.1450260478,"Miami-Dade County, US-FL, US",,minty_starlight
2018-09-26,2018-09-26 19:56:00,145249,Setophaga discolor,Prairie Warbler,25.725300074,-80.3203897476,"Olympia Heights, FL, USA",,joemdo
2018-09-23,2018-09-23 13:55:00,145249,Setophaga discolor,Prairie Warbler,25.7979192049,-80.3449645048,"Doral, FL, USA",,joemdo
2018-08-29,2018-08-29 23:07:00,145249,Setophaga discolor,Prairie Warbler,25.773924,-80.3089370001,"Miami, FL, USA",,joemdo
2018-08-14,2018-08-14 23:08:00,145249,Setophaga discolor,Prairie Warbler,25.7757295021,-80.3084600789,"Miami, FL, USA",,joemdo
2018-09-16,2018-09-16 14:00:00,145249,Setophaga discolor,Prairie Warbler,25.7730505732,-80.2415285424,"Little Havana, Miami, FL, USA",I had been meaning to check out this giant strangler fig next to the Miami-Dade County Auditorium for a while...stopped for a few minutes and it wasn't too bad.,joemdo
2018-09-10,2018-09-10 18:47:00,145249,Setophaga discolor,Prairie Warbler,25.729390319,-80.3421039021,"Olympia Heights, FL, USA",,joemdo
2018-09-15,2018-09-15 14:53:00,145249,Setophaga discolor,Prairie Warbler,25.6013555556,-80.4061722222,"Larry and Penny Thompson Park, Miami-Dade, Florida, United States",,plruiz
2018-09-14,2018-09-14 15:51:00,145249,Setophaga discolor,Prairie Warbler,25.7842453758,-80.1365839395,"South Beach, Miami Beach, FL 33139, USA",,minty_starlight
2018-09-07,2018-09-07 20:21:57,145249,Setophaga discolor,Prairie Warbler,25.7251930237,-80.3204116821,"Olympia Heights, FL, USA",Black mark on breast caused by an injury? I remember seeing some fleshy color through my binos. Low quality images taken with my phone through binos.,joemdo
2018-09-01,2018-09-01 20:56:00,145249,Setophaga discolor,Prairie Warbler,25.786484,-80.319603,"Miami-Dade, Florida, United States",,joemdo
2018-08-27,2018-08-27 17:25:29,145249,Setophaga discolor,Prairie Warbler,25.605381012,-80.3121261597,"Palmetto Bay Village Center, Palmetto Bay, FL 33157, USA",,plruiz
2018-08-25,2018-08-25 12:12:00,145249,Setophaga discolor,Prairie Warbler,25.758047,-80.196442,"Coral Way, Miami, FL, USA",,joemdo
2018-08-19,2018-08-19 12:01:00,145249,Setophaga discolor,Prairie Warbler,25.773182,-80.308487,"Miami-Dade, Florida, United States",,joemdo
2018-08-15,2018-08-15 22:39:00,145249,Setophaga discolor,Prairie Warbler,25.7713203915,-80.3562858537,"Fontainebleau, FL, USA",,joemdo
2018-08-12,2018-08-12 23:17:18,145249,Setophaga discolor,Prairie Warbler,25.7265582273,-80.1519516246,"Crandon Park, Key Biscayne, FL, US",,nicosalino
2018-08-13,2018-08-13 19:34:00,145249,Setophaga discolor,Prairie Warbler,25.822687,-80.361694,"Doral, FL, USA",,joemdo
2018-08-08,2018-08-08 18:20:00,145249,Setophaga discolor,Prairie Warbler,25.7402044426,-80.2521272926,"Coral Way, Miami, FL, USA",,joemdo
2018-11-04,2018-11-04 15:49:42,8229,Cyanocitta cristata,Blue Jay,25.6075153351,-80.3974838257,"12400 SW 152nd St, Miami, FL 33177, USA",,dontenphoto
2018-11-17,2018-11-17 14:05:00,8229,Cyanocitta cristata,Blue Jay,25.745929,-80.5549561,"Everglades, Florida, USA",,ladylovesplants
2018-11-10,2018-11-10 13:21:00,8229,Cyanocitta cristata,Blue Jay,25.7704255543,-80.3284912825,"Fontainebleau, FL, USA",,joemdo
2018-11-07,2018-11-07 20:45:13,8229,Cyanocitta cristata,Blue Jay,25.7253145321,-80.3209269047,"FL-826, Miami, FL 33155, USA",Eating a knight anole. It was hammering away at this poor little lizard's head like if it was an oak seed..,joemdo
2018-11-06,2018-11-07 04:48:04,8229,Cyanocitta cristata,Blue Jay,25.7206322422,-80.2794989177,"University of Miami - Coral Gables Campus, Coral Gables, FL, US",This bird has a grey body and a blue back and face. Its feet and beak are both black and it has a variety of markings in its feathers. ,kpecherek
2018-10-26,2018-10-26 20:47:00,8229,Cyanocitta cristata,Blue Jay,25.7699914796,-80.3570694266,"Fontainebleau, FL, USA",,joemdo
2018-11-02,2018-11-02 14:35:56,8229,Cyanocitta cristata,Blue Jay,25.7146263123,-80.2920532227,"6017 SW 60th Ave, South Miami, FL 33143, USA",,mkendi
2018-11-01,2018-11-01 16:08:56,8229,Cyanocitta cristata,Blue Jay,25.8741332638,-80.3303674479,"Marti Junior High School, Hialeah, FL, US","Ana Ortega, Caroline Velandia, Hinari Matsuda, Marcel Pedrosa , period 5",josemartimasthsbirds
2018-11-01,2018-11-01 16:08:56,8229,Cyanocitta cristata,Blue Jay,25.8741333286,-80.3303579512,"Marti Junior High School, Hialeah, FL, US",Ana Ortega period 5,josemartimasthsbirds
2018-11-01,2018-11-01 16:07:06,8229,Cyanocitta cristata,Blue Jay,25.8739133333,-80.3294966667,"Marti Junior High School, Hialeah, FL, US","Breanna Silva, Raynn Daniel, Jessica madiedo, Joshua Peart",josemartimasthsbirds
2018-10-26,2018-10-26 12:27:00,8229,Cyanocitta cristata,Blue Jay,25.7688832998,-80.3883645932,"Tamiami, FL, USA",,joemdo
2018-10-26,2018-10-26 22:16:04,8229,Cyanocitta cristata,Blue Jay,25.8149560355,-80.2785459907,"301 De Leon Dr, Miami Springs, FL, US",,ngomezbello21
2018-10-25,2018-10-25 16:02:04,8229,Cyanocitta cristata,Blue Jay,25.758805,-80.3764633333,"Florida International University - Modesto A. Maidique Campus, Miami, FL, US",,gabrielcurbelo
2018-10-13,2018-10-13 21:48:01,8229,Cyanocitta cristata,Blue Jay,25.96525,-80.1272278333,"Turnberry Isle Miami - Golf Course, Aventura, FL, US",,sofiairodriguez
2018-10-12,2018-10-12 14:20:07,8229,Cyanocitta cristata,Blue Jay,25.8738383333,-80.3295966667,"Marti Junior High School, Hialeah, FL, US",,josemartimasthsbirds
2018-10-10,2018-10-10 21:58:16,8229,Cyanocitta cristata,Blue Jay,25.8296457099,-80.20937207,"Florida, US",,tim1009
2018-10-05,2018-10-05 20:30:52,8229,Cyanocitta cristata,Blue Jay,25.9350463687,-80.3158506796,"6850–6898 NW 179th St, Hialeah, FL, US",,josemartimasthsbirds
2018-09-21,2018-09-21 17:42:53,8229,Cyanocitta cristata,Blue Jay,25.8739,-80.3295133333,"Marti Junior High School, Hialeah, FL, US",,josemartimasthsbirds
2018-10-05,2018-10-05 16:26:15,8229,Cyanocitta cristata,Blue Jay,25.8738616667,-80.3298416667,"Marti Junior High School, Hialeah, FL, US","Taken by 
Breanna Silva
JoseMartiMAST Birds 2018-2018",josemartimasthsbirds
2018-10-05,2018-10-05 16:37:46,8229,Cyanocitta cristata,Blue Jay,25.8739,-80.3295216667,"Marti Junior High School, Hialeah, FL, US",By Breanna Silva ,bres04
2018-10-05,2018-10-05 16:38:54,8229,Cyanocitta cristata,Blue Jay,25.87373,-80.3297966667,"Marti Junior High School, Hialeah, FL, US","Jessica Madiedo period 5
",josemartimasthsbirds
2018-10-05,2018-10-05 16:34:06,8229,Cyanocitta cristata,Blue Jay,25.8741734,-80.330227,"Miami-Dade County, US-FL, US",P.5 Manny Mendez,josemartimasthsbirds
2018-09-13,2018-09-13 21:16:00,8229,Cyanocitta cristata,Blue Jay,25.736666,-80.4289779722,"Miami-Dade County, FL, USA",,joemdo
2018-09-23,2018-09-23 19:12:00,8229,Cyanocitta cristata,Blue Jay,25.7738771854,-80.3092460929,"Miami, FL, USA",,joemdotrailcam
2018-09-26,2018-09-26 16:48:16,8229,Cyanocitta cristata,Blue Jay,25.7580749978,-80.2559801435,"Phillips Park, Coral Gables, FL, US",,javoner
2018-09-16,2018-09-16 23:05:00,8229,Cyanocitta cristata,Blue Jay,25.772958756,-80.3557926707,"Fontainebleau, FL, USA",,joemdo
2018-09-25,2018-09-25 21:59:00,8229,Cyanocitta cristata,Blue Jay,25.7663138098,-80.3237795826,"Fontainebleau, FL, USA",,joemdo
2018-09-26,2018-09-26 11:24:12,8229,Cyanocitta cristata,Blue Jay,25.6738066519,-80.3732638386,"Miami Dade College - Kendall Campus, Miami, FL, US",,danthekn1ght
2018-09-22,2018-09-22 13:07:00,8229,Cyanocitta cristata,Blue Jay,25.773717379,-80.3090896545,"Miami, FL, USA",,joemdo
